County,State,Population,ALAND_SQMI,PopulationDensity,Temp
Crawford County,Wisconsin,"16,131",570.648,28,45.5333
Pierce County,Wisconsin,"42,754",574.018,74,41.9417
Green County,Wisconsin,"36,960",584.044,63,46.425
Richland County,Wisconsin,"17,252",586.15,29,45.0417
Manitowoc County,Wisconsin,"78,981",589.305,134,43.7333
Waushara County,Wisconsin,"24,443",626.162,39,43.5167
Lafayette County,Wisconsin,"16,665",633.588,26,45.85
Outagamie County,Wisconsin,"187,885",637.578,295,43.8083
Eau Claire County,Wisconsin,"104,646",637.922,164,42.325
Adams County,Wisconsin,"20,220",645.646,31,43.6833
Buffalo County,Wisconsin,"13,031",675.791,19,43.6083
Rock County,Wisconsin,"163,354",718.145,227,46.5917
Fond du Lac County,Wisconsin,"103,403",719.566,144,44.1417
Trempealeau County,Wisconsin,"29,649",733.004,40,43.525
Waupaca County,Wisconsin,"50,990",747.694,68,43.175
Iron County,Wisconsin,"5,687",758.209,8,37.55
Iowa County,Wisconsin,"23,678",762.698,31,45.3917
Columbia County,Wisconsin,"57,532",765.547,75,45.125
Juneau County,Wisconsin,"26,687",767.081,35,43.4417
Vernon County,Wisconsin,"30,822",791.562,39,43.975
Wood County,Wisconsin,"72,999",793.016,92,42.4083
Washburn County,Wisconsin,"15,720",797.114,20,39.4083
Portage County,Wisconsin,"70,772",800.876,88,42.6833
Burnett County,Wisconsin,"15,414",821.561,19,40.2167
Sauk County,Wisconsin,"64,442",831.543,77,45.0833
Dunn County,Wisconsin,"45,368",850.16,53,42.3
Vilas County,Wisconsin,"22,195",857.707,26,37.3583
Barron County,Wisconsin,"45,244",863.041,52,40.3583
Langlade County,Wisconsin,"19,189",870.698,22,39.2583
Dodge County,Wisconsin,"87,839",875.697,100,44.4583
Lincoln County,Wisconsin,"27,593",878.704,31,39.525
Shawano County,Wisconsin,"40,899",893.225,46,42.375
Monroe County,Wisconsin,"46,253",900.904,51,42.6917
Rusk County,Wisconsin,"14,178",913.553,16,39.7417
Polk County,Wisconsin,"43,783",914.32,48,40.8917
Taylor County,Wisconsin,"20,343",975.051,21,39.4833
Jackson County,Wisconsin,"20,643",987.915,21,42.8417
Oconto County,Wisconsin,"37,930",997.481,38,41.825
Chippewa County,Wisconsin,"64,658",1008.355,64,41.1417
Forest County,Wisconsin,"9,004",1014.244,9,38.0167
Ashland County,Wisconsin,"15,562",1044.976,15,38.475
Oneida County,Wisconsin,"35,595",1113.942,32,38.1667
Grant County,Wisconsin,"51,439",1146.879,45,45.675
Dane County,Wisconsin,"546,695",1196.485,457,45.8583
Clark County,Wisconsin,"34,774",1209.696,29,41.425
Price County,Wisconsin,"13,351",1254.055,11,38.5417
Sawyer County,Wisconsin,"16,558",1257.626,13,38.8583
Douglas County,Wisconsin,"43,150",1304.293,33,38.8833
Marinette County,Wisconsin,"40,350",1399.466,29,40.825
Bayfield County,Wisconsin,"15,036",1477.874,10,38.925
Marathon County,Wisconsin,"135,692",1545.178,88,41.15
St. Croix County,Wisconsin,"90,687",722.454,126,41.8417
Hot Springs County,Wyoming,"4,413",2004.429,2,41.5333
Platte County,Wyoming,"8,393",2081.448,4,44.95
Uinta County,Wyoming,"20,226",2081.721,10,38.0667
Goshen County,Wyoming,"13,211",2225.613,6,45.475
Washakie County,Wyoming,"7,805",2238.674,3,42.4833
Weston County,Wyoming,"6,927",2398.005,3,41.9333
Sheridan County,Wyoming,"30,485",2523.361,12,41.0417
Niobrara County,Wyoming,"2,356",2626.028,1,43.0917
Laramie County,Wyoming,"99,500",2685.864,37,44.6583
Crook County,Wyoming,"7,584",2854.48,3,41.0833
Big Horn County,Wyoming,"11,790",3136.957,4,41.7833
Teton County,Wyoming,"23,464",3996.846,6,34.4083
Lincoln County,Wyoming,"19,830",4075.337,5,37.225
Johnson County,Wyoming,"8,445",4154.152,2,41.725
Converse County,Wyoming,"13,822",4254.963,3,42.725
Albany County,Wyoming,"38,880",4274.327,9,40.05
Campbell County,Wyoming,"46,341",4802.065,10,42.0333
Sublette County,Wyoming,"9,831",4886.482,2,34.4083
Natrona County,Wyoming,"79,858",5340.538,15,42.0667
Park County,Wyoming,"29,194",6939.039,4,37.6
Carbon County,Wyoming,"14,800",7897.803,2,40.85
Fremont County,Wyoming,"39,261",9183.59,4,39.4
Sweetwater County,Wyoming,"42,343",10426.98,4,39.9583
