Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
NE-123,Morrill County,29.6,20.7,30.6,47.6,49.6,64.9,73.4,71.1,65.3,40.8,34.9,30.3
NE-125,Nance County,25,15.9,32.8,51.1,57.2,70.4,75.8,72.2,71,46.4,35.9,29.6
NE-127,Nemaha County,24.9,19.6,35.4,54.4,60.4,72.4,77.1,73.7,72.5,50,38,33.6
NE-129,Nuckolls County,27.7,21.1,34.9,53.4,58.2,71,76.9,74.1,72.7,48.7,38,32.7
NE-131,Otoe County,24.4,17.9,34.2,53.5,59.4,71.8,77,73.2,71.8,49.6,36.9,32.4
NE-133,Pawnee County,25.6,20.1,34.9,53.9,59.7,71.8,77,73.4,72.4,49.6,37.5,33.6
NE-135,Perkins County,29.5,19.6,32.9,49.7,52,67.6,75,72.4,68.9,43.9,36.2,32.3
NE-137,Phelps County,26.5,18.7,33.4,51.3,55.6,69.6,76.1,73.3,70.4,46.2,35.9,31.7
NE-139,Pierce County,21.9,13.3,30,48.3,55.1,69.2,74.2,70.3,68.3,44.7,33.6,27.2
NE-141,Platte County,24.1,15.6,32.3,50.6,57,70.5,75.6,71.8,70.6,46.2,35.5,29.4
NE-143,Polk County,25.4,16.7,32.9,51.9,57.6,70.9,76.4,72.9,71.3,47.5,36.1,31
NE-145,Red Willow County,29.3,21.2,35.7,52.4,55.6,69.9,77.5,74.3,72.1,47.1,38,33.5
NE-147,Richardson County,25.6,21.5,36.6,55,61.3,73,77.5,74.3,73.4,50.1,38.8,34.6
NE-149,Rock County,23.6,14,29.7,46.9,52,67.4,73.6,70.3,66.9,42.9,34,28.5
NE-151,Saline County,25.3,18,33.6,53,58.8,71.2,76.4,72.7,72,48.3,37,32.2
NE-153,Sarpy County,24.1,17.2,34.4,53.5,59.5,72.3,77.2,73.5,72,48.7,36.8,31.9
NE-155,Saunders County,24.5,16.8,33.5,52.5,58.3,71.8,77.3,73.5,71.7,48.2,36.5,31.5
NE-157,Scotts Bluff County,30,22.2,31.2,47.5,49.7,64.6,73.2,71.3,65.3,40.7,34.6,31
NE-159,Seward County,25,17.2,32.8,52.2,57.9,70.9,76.6,72.9,71.4,47.7,36.2,31.6
NE-161,Sheridan County,27.9,16.1,28.3,45.8,48.5,64.3,71.5,69.8,63.6,39.2,33.1,28.3
NE-163,Sherman County,27,17.7,33.2,50.2,54.8,68.6,75.5,71.8,69.2,45.5,35.6,30.1
NE-165,Sioux County,27.5,17.2,29.2,44.4,46.8,62.3,70.4,68.8,62.8,38.3,32.6,27.4
NE-167,Stanton County,22.7,13.9,30.7,49.4,56.2,70.1,74.8,71,69.3,45.6,34.4,28.4
NE-169,Thayer County,27.1,20.9,34.9,53.8,58.9,71.3,77.1,73.7,73,49.2,37.8,32.7
NE-171,Thomas County,26.6,15.4,30.5,47.5,52.3,66.8,73.4,70.1,67,42.2,34.2,30.2
NE-173,Thurston County,21.8,13.4,30.7,48.9,55.9,70.5,75.2,70.9,69.2,45.8,33.5,27.5
NE-175,Valley County,25.8,16.8,32.4,48.9,53.5,67.4,74.4,72,68.7,44.4,34.8,29.2
NE-177,Washington County,23.5,15.6,32.9,52.1,58.3,71.7,76.6,72.8,71.2,48.2,35.8,30.7
NE-179,Wayne County,21.6,12.5,29.2,47.9,55.1,70,74.8,70.7,68.7,45,33.6,27.1
NE-181,Webster County,27.6,19.9,34.7,52.8,57.5,70.7,76.5,74.8,72.4,48.4,38.6,32.4
NE-183,Wheeler County,24,15,31,48.9,53.9,67.7,73.8,71,68.7,44.4,34.4,28.5
NE-185,York County,25.6,17.7,33.2,52.3,57.8,70.9,76.4,72.8,71.4,47.6,36.6,31.6
NV-001,Churchill County,35.8,32.9,40.9,50.9,53.3,65.4,73.5,73.4,61.8,45.1,41.4,34.8
NV-003,Clark County,45.9,41.9,53.6,64.4,63.9,80.4,87,87.4,77.1,61.6,54.5,44.4
NV-005,Douglas County,35.2,28.7,37.5,47.6,49.5,61.6,68,69.2,58.3,46,41.8,33.7
NV-007,Elko County,27.9,25.1,34.1,44.5,47.4,57.7,67.8,67.4,55.6,38.8,37.5,28.3
NV-009,Esmeralda County,37.2,32,42.6,53.7,54.5,68,75.7,76.1,64.9,49.7,43.3,34.3
NV-011,Eureka County,29,25.1,36.1,45.6,47.2,58.8,68.9,69,57.2,40.5,37.4,30
NV-013,Humboldt County,33.3,29.2,38.9,48.4,52.2,62.2,71.5,71.8,58.5,42.9,41.2,32.4
NV-015,Lander County,32.7,28.4,38,47.3,48.9,60.4,70.2,70.7,58.7,43.1,39.8,31.7
NV-017,Lincoln County,37.4,32.5,44.7,54.4,54.1,69.5,76.2,77,67.4,50.9,45.9,36
NV-019,Lyon County,35.9,32,40.1,51,53.2,65.6,72.3,72.8,61,46.3,42.2,34.3
NV-021,Mineral County,35.6,30.4,39.5,50.8,52.6,64.6,72.7,73.4,62,46.6,41.3,33.5
NV-023,Nye County,35.9,31.1,42.4,52.1,52,66.4,74.3,74.2,64,47.7,42.3,33.9
NV-027,Pershing County,35,31.7,40.1,49.8,52.3,64.6,73.4,73.7,60.6,44,40.7,34.3
NV-029,Storey County,35.7,30.3,38.9,49.4,52.1,65.2,71.8,72.4,61,46.9,42.8,34.4
NV-031,Washoe County,34.1,28.9,37.4,48.2,51.6,62.6,70,70.8,58.3,44.5,41.2,33.1
NV-033,White Pine County,28.6,24.4,35,45,46.3,58.8,68.8,69.3,57.7,40.4,37.7,28.6
NV-510,Carson City,35.7,30,38.7,48.8,51.6,63.8,69.5,70.5,59.7,46.8,42.8,34.5
NH-001,Belknap County,19.2,22.1,28.8,43.4,52.5,63,71.8,67.4,58.8,48.9,32.5,25.7
NH-003,Carroll County,17.2,20.1,27,41.2,50.6,61.2,69.7,65.4,56.8,47.2,31.6,25.2
NH-005,Cheshire County,21.3,24.3,30.3,45.6,53.4,62.8,71.2,66.9,58.9,49.4,33.6,25.8
NH-007,Coos County,12.4,15.4,21.6,37.2,47,58,66.4,62.4,53.8,44.7,27.2,21
NH-009,Grafton County,15.4,19.2,25.9,40.7,50.1,60.2,68.3,64.1,56,46.6,29.7,23.4
NH-011,Hillsborough County,23.1,25.8,31.9,46.8,54.6,64.7,73.3,68.6,60.6,50.5,35,27.7
NH-013,Merrimack County,20.1,22.9,29.6,44.7,53.5,63.5,72.2,67.6,59.4,49.5,33,26.2
NH-015,Rockingham County,24.2,26.3,32.3,47,54.2,64.7,73.6,69.2,61.3,51.2,35.8,28.6
NH-017,Strafford County,21.1,23.4,29.6,45.1,53,63.4,72.5,68,59.8,50,34,27
NH-019,Sullivan County,18.3,21.6,28.3,43.3,52.3,61.6,70.1,65.6,57.8,48,31.7,24.6
NJ-001,Atlantic County,33.7,36.8,41,55.9,64.2,72.2,78.5,75.3,70.2,60.1,43,39.4
NJ-003,Bergen County,30.1,33.7,38.8,53.5,61.3,70.3,78.6,74.4,68.2,57.6,40.8,35.4
NJ-005,Burlington County,33.2,36.8,41.4,56.5,64.7,72.1,79.1,75.5,70.4,59.5,42.2,38.7
NJ-007,Camden County,33.5,36.7,41.9,57.3,65.4,72.6,79.6,75.9,70.8,59.7,42.5,38.5
NJ-009,Cape May County,34.6,37.3,41.5,55.8,64,72.4,78.3,75.5,70.7,61.1,43.8,40.2
NJ-011,Cumberland County,34.1,36.9,41.4,57,65,72.6,78.8,75.8,70.7,60.2,42.8,38.8
NJ-013,Essex County,30.7,34.4,39.2,54.2,61.7,70.7,78.8,74.6,68.6,58,41.3,35.7
NJ-015,Gloucester County,33.6,36.5,41.7,57.5,65.4,72.7,79.5,76.1,71,59.8,42.6,38.2
NJ-017,Hudson County,32.3,35.8,40.6,54.7,62.3,71.8,80,75.9,70.2,59.7,42.9,37.5
NJ-019,Hunterdon County,29.7,32.3,37.8,53.6,61.4,68.7,76.6,73.1,67.3,56.2,39.8,34.1
NJ-021,Mercer County,31.9,35.3,40.1,55.4,63.2,70.9,78.5,75.3,69.6,58.5,41.9,36.7
NJ-023,Middlesex County,32.4,35.4,40.1,55.4,62.9,70.9,78.8,75.2,69.8,58.9,42.4,36.7
NJ-025,Monmouth County,32.9,35.3,40,55.1,62.7,71.3,79.1,75.8,70.4,59.4,42.7,37.3
NJ-027,Morris County,28.1,31.6,36.4,52.3,60,68,76,72.1,65.9,55.4,38.8,32.6
NJ-029,Ocean County,33.2,36,40.2,55,63,71.2,78.5,75.3,70.3,59.5,42.6,38.4
NJ-031,Passaic County,27.9,31.3,36.3,52,60,68.1,76.3,72.4,66.1,55.5,38.6,32.7
NJ-033,Salem County,33.5,36.6,41.6,57.6,65.3,72.7,79.3,76.3,71.3,60,42.5,38.2
NJ-035,Somerset County,30.9,34,38.9,54.5,62.1,69.8,77.7,74.1,68.4,57.3,41,35.2
NJ-037,Sussex County,26.3,29.3,34.2,50.4,58.9,66.4,74.2,70.4,64.4,53.6,36.8,30.4
NJ-039,Union County,31.6,35.4,39.8,55,62.4,71.1,79.2,75.1,69.4,58.7,42.1,36.4
NJ-041,Warren County,28,30.7,36,51.9,60.3,67.5,75.3,71.6,65.6,54.6,38.3,32.1
NM-001,Bernalillo County,33.4,37.3,46.2,53,57.2,69.4,76.3,75.1,68.6,51.4,41.1,35.4
NM-003,Catron County,33,32.9,41.8,47.7,50.1,62.3,68.8,67.6,61.3,47.9,40.1,32.7
NM-005,Chaves County,42,45.9,49.9,61,67,75.9,81.5,82.9,75.7,57.7,48.2,44.2
NM-006,Cibola County,29.8,31.7,41.6,48,51.3,64.1,71.1,69.6,62.9,47.3,38.9,31.9
NM-007,Colfax County,29.9,31.5,37.1,46.5,49.8,60.7,67.3,67.7,63,43.5,37.1,30.2
NM-009,Curry County,39.2,42.4,46.4,57.2,63.5,73.6,79.1,80,74.6,52.6,44.7,41.2
NM-011,De Baca County,41.4,43.2,47,58.8,64,74.5,81,81.4,75.1,55.1,47.6,42.7
NM-013,Dona Ana County,42.8,46.3,55.3,62.3,67,78.2,83,82.6,76,62,50.8,43.8
NM-015,Eddy County,43.8,49.3,52.5,63.1,69.3,77.7,82.4,85.1,77.7,60.3,50.5,46.5
NM-017,Grant County,40.2,40.5,48.5,55.7,58.7,71.4,76.4,76,69.2,56.4,47.9,40.1
NM-019,Guadalupe County,37.5,39.9,44.9,54.8,59.5,70.5,77.2,77.2,71.5,52.8,44.6,39.4
NM-021,Harding County,35.9,38.6,43.6,54.2,58.5,70.3,76.9,76.7,71.9,50.2,42,37
NM-023,Hidalgo County,42,44,52.6,59.8,63.5,76.2,80.6,80.1,73.2,60.6,51.2,43
NM-025,Lea County,42.1,46.5,49.8,60.9,67.4,75.8,80.4,83.3,76.4,58.3,48.1,45.6
NM-027,Lincoln County,37.3,40,46.3,54.2,59.3,69.6,75.4,75.4,69,53.7,45.1,39
NM-028,Los Alamos County,26.3,28.9,39,46.4,49.6,61.9,68.5,67.9,62.4,45.5,36.7,29.8
NM-029,Luna County,42.4,44.9,53.6,61.3,65.5,77,82.4,81.9,74.4,60.5,51,43.2
NM-031,McKinley County,29,30.6,42.1,48.2,51.5,65.1,72.2,70.8,64.1,46.4,39.1,30.5
NM-033,Mora County,31.3,33.1,38.9,47.6,50.8,62.1,68.3,68.4,63.2,46,39.4,32.7
NM-035,Otero County,40.3,43.5,50.4,57.9,63.1,72.9,77.8,78.1,71.7,57.5,48,41.2
NM-037,Quay County,38.7,41.7,46.4,57.1,62.7,74,80,80.3,75.5,53.1,44.9,41
NM-039,Rio Arriba County,25.4,26.6,37.7,45.3,48.1,60.4,67.5,67,60.6,43.8,36.9,27.8
NM-041,Roosevelt County,40.1,43.5,47.2,58.2,64.5,74,79.3,80.6,74.1,54.1,45.8,42.4
NM-043,Sandoval County,29.7,32.5,42.4,49.8,53.4,65.8,72.8,71.8,65.1,48.3,39.2,31.9
NM-045,San Juan County,29.4,31.7,44.3,51.8,54.2,67.8,75.7,74.8,67.6,48.4,40.6,31.4
NM-047,San Miguel County,34.9,37.5,42.9,52.2,56.2,68,74.4,74.5,69.2,50.5,42.4,37.2
NM-049,Santa Fe County,29.5,32.9,41.3,48.8,52.3,64.5,71.3,70.9,64.7,47.3,38,32.2
NM-051,Sierra County,39.8,42.8,51.6,58.8,62.9,74.4,79,78,71.3,57.6,47.1,40
NM-053,Socorro County,35.7,38.5,47.9,54.4,58.5,69.9,76.4,74.6,68.3,53.1,42.8,36.8
NM-055,Taos County,23.7,25.6,35.4,43.3,46.3,57.5,64,63.7,58.5,42.1,35.6,25.8
NM-057,Torrance County,31.5,35.4,42.9,51.2,54.5,65.9,72.7,72.2,66.1,49.5,39.9,34.6
NM-059,Union County,34.6,34.6,40.3,51.8,55.2,67.3,74.3,74,69.8,47.2,40.3,35.9
NM-061,Valencia County,34.6,39,48.6,55.4,59.6,71.4,78.3,76.7,70.3,53.4,42.6,36.7
NY-001,Albany County,21.7,26.2,32.2,47.5,56.6,64.8,72.3,68.7,61.1,51.8,35,28
NY-003,Allegany County,20.6,26.1,30,45,56,62.6,70.4,66.3,61.4,50.7,33.4,28.9
NY-005,Bronx County,32.2,35.4,40.3,53.8,61.4,71.5,79.8,75.7,70,59.6,43,37.8
NY-007,Broome County,21.1,26.3,30.7,46.2,55.6,63,71.2,66.5,60.9,50.7,33.4,28
NY-009,Cattaraugus County,20.5,25.6,29.7,45.1,55.8,62.3,69.9,65.9,61.6,50.9,33.4,30.1
NY-011,Cayuga County,20.9,25.8,30.6,44.6,54.4,63.2,71.3,66.9,61.3,50.8,34.2,28.6
NY-013,Chautauqua County,22.1,26.4,30.4,45.6,57,63.8,71.3,67.9,63.8,52.4,35.1,31.6
NY-015,Chemung County,22.1,27.3,31.6,46.5,56.8,64,71.9,67.7,62.3,51.4,34.7,28.5
NY-017,Chenango County,20.1,25.3,29.5,44.8,54.4,61.6,70,65.4,59.8,50,33,26.6
NY-019,Clinton County,14,17.7,26.6,40.9,51.3,62.3,71.2,65.8,58.1,48.2,29,23.8
NY-021,Columbia County,23.7,27.3,33.2,48.6,57.2,66,73.5,69.5,61.8,52.4,35.9,29.2
NY-023,Cortland County,19.3,24.8,28.7,43.8,53.5,61.6,69.8,64.9,59.2,49.2,32.4,26.7
NY-025,Delaware County,20.4,25,28.8,44.5,53.9,60.7,68.7,64.7,58.8,49.3,32.4,25.9
NY-027,Dutchess County,25.5,29.3,35.5,50.1,58.4,67.1,75.5,71,63.7,53.8,36.5,30.7
NY-029,Erie County,21.9,26.3,30.5,44.6,54.6,64.1,72,68.5,63.6,52.1,34.7,31.7
NY-031,Essex County,13.3,18.1,24.8,39.8,49.7,59.7,67.8,62.8,55.7,45.8,27.7,22
NY-033,Franklin County,12.3,17.9,24.7,39.8,50,60.4,68.9,63.4,56.2,46.6,27.3,22.6
NY-035,Fulton County,17.6,22.4,28.4,44,53.6,62.2,70,66.1,58.5,48.9,31.8,24.7
NY-037,Genesee County,20.6,25,30.3,44.6,54.5,64,72,68,62.6,51.6,33.7,30.4
NY-039,Greene County,21.5,25.6,30.5,46.1,55.3,62.9,70.4,66.6,59.3,50,33.6,27.3
NY-041,Hamilton County,12.8,17.7,23.3,39,49.9,59,66.7,61.8,55.1,45.4,27.9,22
NY-043,Herkimer County,14.7,19.9,25.4,41.2,51.5,60.6,68.5,64,57.6,47.6,29.6,23.4
NY-045,Jefferson County,15.9,22.1,27.5,43,52.8,62.7,71.5,67,59.7,50,31.5,25.4
NY-047,Kings County,32.8,35.9,40.8,54.1,61.8,71.7,79.9,76.1,70.5,60.1,43.5,38.2
NY-049,Lewis County,14,19.6,25.2,41.2,51.1,60.8,68.5,64.2,57.6,47.6,29.4,23.4
NY-051,Livingston County,22.1,27.2,31.4,45.8,56,64,71.9,67.8,62.7,52.1,34.6,30.6
NY-053,Madison County,18.8,24.5,29.2,44.3,53.8,61.9,70.3,65.6,60,49.9,32.7,26.6
NY-055,Monroe County,22.5,26.9,31.8,45.2,54.9,64.5,72.8,69,63.1,52.2,34.9,31.1
NY-057,Montgomery County,19,24.8,30.8,46.6,55.9,63.8,71.8,68.1,60.1,50.9,33.9,26.6
NY-059,Nassau County,32.1,35.1,39.7,52.5,60.1,70.2,78.6,74.7,68.8,58.9,42.7,37.6
NY-061,New York County,32.5,35.7,40.7,54.3,62,71.8,80,76,70.3,59.9,43.2,37.9
NY-063,Niagara County,21.5,26.1,30.7,44.4,54.2,64.7,72.9,69.4,64.2,52.4,34.7,31.9
NY-065,Oneida County,17.7,23,28.2,43.7,53.5,62.5,70.8,66.2,60.3,49.6,32.1,26.2
NY-067,Onondaga County,20.3,25.5,30.7,45.3,54.7,63.4,71.8,67.3,61.6,51.2,34.1,28.5
NY-069,Ontario County,21.8,26.6,31.1,45,55.1,63.7,71.8,67.7,62.1,51.2,34.6,30
NY-071,Orange County,25.9,29.4,35,50.1,58.7,66.8,74.9,70.8,64.3,54,36.8,30.9
NY-073,Orleans County,20.2,24.9,30.7,44.4,54.3,64.4,72.8,69.2,63.6,52,34,30.8
NY-075,Oswego County,19.2,24.1,29.8,44.4,53.6,62.8,71.6,67.1,61.2,51,33.6,27.9
NY-077,Otsego County,18.8,24.1,28.5,44,53.5,60.8,68.9,64.7,58.5,49.4,32,25.3
NY-079,Putnam County,26.3,30.4,36,50.5,58.9,67.2,75.6,71.6,64.9,55.2,37.6,31.8
NY-081,Queens County,32.4,35.5,40.4,53.3,61,71.2,79.4,75.6,69.8,59.4,43.1,38
NY-083,Rensselaer County,21.7,25.8,32.3,47,56.2,64.9,72.5,68.3,60.8,51.7,34.5,27.9
NY-085,Richmond County,32.9,36.1,40.7,55.1,62.7,71.8,80,76,70.6,60.1,43.3,37.7
NY-087,Rockland County,28.2,32,37.4,52.2,60.2,68.9,77.2,73.1,66.8,56.5,39.3,33.8
NY-089,St. Lawrence County,13.1,19,25.9,41.2,52,62,70.5,65.5,57.8,48.1,29.5,23.9
NY-091,Saratoga County,20,23.7,30.6,45.8,55.4,64.7,72.4,67.8,60.2,50.3,33.2,26.4
NY-093,Schenectady County,20.5,25.3,31.8,47.2,56.4,64.7,72.5,68.7,60.8,51.5,34.5,27.3
NY-095,Schoharie County,18.6,24.5,29.6,44.9,54.2,61.3,69.1,65.8,58.1,49.3,32.7,25.6
NY-097,Schuyler County,21.3,26.5,30.7,45.3,55.7,63.4,71.3,66.9,61.6,50.9,34.2,28.2
NY-099,Seneca County,22,26.8,31.4,45.2,55.2,64.2,72.3,67.9,62.2,51.3,35.1,29.7
NY-101,Steuben County,21.5,26.6,30.5,45.5,55.7,62.8,70.6,66.4,61.4,50.7,33.9,28.4
NY-103,Suffolk County,31.6,33.8,38.1,50.8,58.2,67.8,76.4,72.8,66.3,57.3,41.9,36.6
NY-105,Sullivan County,22.6,26.9,31.2,47.5,55.9,63.4,71.2,66.6,61.5,50.9,34.4,27.8
NY-107,Tioga County,21.3,26.8,30.9,46.1,55.7,63.5,71.6,66.8,61.2,50.6,33.8,28.5
NY-109,Tompkins County,20.5,26.1,29.9,44.8,54.9,63.1,71.1,66.1,60.4,50,33.6,28
NY-111,Ulster County,23.1,27.5,32.8,47.9,56.1,64.4,72.5,68,61.6,51.4,34.9,29.1
NY-113,Warren County,16.8,20.7,27.3,42.1,52.5,61.6,69.7,64.8,57.4,47.7,30.7,24
NY-115,Washington County,20,23.6,30.9,45,55.2,64.1,72.2,67.5,59.4,50.1,33,26.3
NY-117,Wayne County,22,25.8,30.6,44.2,53.6,63.1,71.7,67.8,61.8,51.1,34.9,29.8
NY-119,Westchester County,29.1,32.8,37.8,52.1,60,69.1,77.4,73.1,66.9,57,40,34.8
NY-121,Wyoming County,19.9,24.8,29.4,44.2,54.3,62.6,70.4,66.4,61.4,50.9,33,29.4
NY-123,Yates County,21.7,26.7,31.4,45.1,55.4,63.8,71.8,67.5,62.1,51.1,34.6,29.5
NC-001,Alamance County,40.6,45.9,47.6,60,72.3,74.1,80.1,76.8,75.3,63.6,45.6,45
NC-003,Alexander County,40,45.5,47.2,59,70,72.1,77.5,75.3,74.6,63,45.3,44
NC-005,Alleghany County,34.1,40.7,41.3,53.7,64.1,65.8,71,68.7,67.4,57.2,40.9,39.8
NC-007,Anson County,44.8,50.5,51.7,63.7,74.7,77.3,82,79.8,78,67.2,49.1,48
NC-009,Ashe County,32.6,40,40,52.1,62.2,64.1,68.9,67.5,66.2,55.9,39.4,39
NC-011,Avery County,32.5,41.3,39.6,51.4,62.1,63.5,68.6,66.7,66.3,55.6,40,39.5
NC-013,Beaufort County,44.9,51,51.4,64,74.8,76.7,81.1,78.9,76,67.1,51,50
NC-015,Bertie County,43,48.6,49.3,62.8,74,75.9,80.8,78.4,75.3,65.5,48.4,47.8
NC-017,Bladen County,45.8,51.6,52.5,63.4,75,76.9,81.3,79.4,76.7,67.4,49.9,49.5
NC-019,Brunswick County,47,53.5,53.6,63.8,74.9,77.6,81.1,80.1,77,69.1,51.8,51.8
NC-021,Buncombe County,35.9,44.7,44.2,56,65.7,67.6,72.1,70.7,69.9,58.7,43.3,41.9
NC-023,Burke County,39.4,46.4,46.8,58.9,69.7,71.9,76.9,75,74.5,62.6,46,44.5
NC-025,Cabarrus County,42.7,48.4,49.4,61.6,73.1,75.2,80.4,77.8,76.8,65.2,47.2,46.1
NC-027,Caldwell County,39.1,46,46.6,58.5,69.3,71.4,76.6,74.5,73.8,61.9,45.2,44
NC-029,Camden County,42.5,47.9,48.9,62.4,72.4,75.6,80.6,79,74.4,67,50,48.3
NC-031,Carteret County,46.4,53.2,53.1,64.5,74.8,77.4,82,80.6,77.1,69.6,53.6,53
NC-033,Caswell County,39.3,45.2,46.6,60.1,71.6,73.1,79.1,76.7,75,62.9,45.1,43.7
NC-035,Catawba County,40.9,47,48,60.3,71,73.6,78.6,76.6,75.9,64.1,46.3,45
NC-037,Chatham County,42,47.5,48.9,61.2,73.2,75.2,80.7,77.6,76.1,65,46.7,46.2
NC-039,Cherokee County,39.2,45.8,46.8,57.7,67.6,69.6,73.4,73.1,72.4,60.7,44.2,44.2
NC-041,Chowan County,43.4,49.1,49.9,63.5,74.2,76.6,81.2,78.9,75.2,66.6,49.5,48.5
NC-043,Clay County,38.2,45.7,45.9,56.6,66.1,68,72.2,71.6,70.4,59.7,44,43.5
NC-045,Cleveland County,41.4,47.6,48.6,60.5,70.9,74.1,79.1,77.1,76,64.6,46.7,45.5
NC-047,Columbus County,46.4,52.7,53.4,63.6,74.8,77.1,81.1,79.6,76.6,67.8,50.7,50.2
NC-049,Craven County,45.3,52.3,52.2,64.2,74.6,76.8,81.3,79.4,76.2,67.8,51.6,50.9
NC-051,Cumberland County,45.2,50,51.8,63.9,75.7,77.7,82.2,79.6,77.2,67.5,49.3,48.5
NC-053,Currituck County,42.7,47.8,49,62.2,72.1,75.8,80.8,79.2,74.8,67.8,50.8,48.9
NC-055,Dare County,43.8,49.3,51.8,63.5,72.8,76.8,80.8,79.9,75.7,69.6,53.1,51.4
NC-057,Davidson County,40.9,47,48,60.6,72,73.3,79.1,76.5,75.4,64.4,45.6,44.3
NC-059,Davie County,40.8,46.3,47.5,60,71.4,73.1,78.7,76.4,75.3,63.7,45.3,43.7
NC-061,Duplin County,45,51.2,51.5,62.6,74.7,76.5,81,78.6,76,67.2,49.3,49
NC-063,Durham County,40.7,45.9,47.6,60.5,72.4,74.4,80.3,77.4,75.4,63.6,45.9,45.4
NC-065,Edgecombe County,42.9,47.9,48.7,62.5,74,75.5,81.1,78,75.2,65.2,48,47.5
NC-067,Forsyth County,40,45.6,47.1,60.2,71.8,73,78.8,76.2,75.1,63.7,45.1,43.8
NC-069,Franklin County,41.8,46.6,47.5,61,73.2,74.9,80,77.8,75.4,64,46.5,45.8
NC-071,Gaston County,43,49,50,62.2,72.7,75.4,80.4,78.3,77.4,66.2,47.7,46.5
NC-073,Gates County,41.7,47.4,48.1,62.6,73,75.3,80.2,78.2,74.5,65.4,48,47
NC-075,Graham County,37.3,44.2,44.4,55.7,65.4,67,71,70.6,70.2,59,42.6,42.6
NC-077,Granville County,40.2,45.2,46.8,60.1,72.5,73.7,79.6,77.3,75.2,62.9,45.2,44.4
NC-079,Greene County,44,50,50.2,63.7,75.1,76.4,81.5,78.6,76.2,66.5,48.9,49
NC-081,Guilford County,40.1,46,47.3,60.4,71.9,73.5,79.6,76.5,75.2,63.4,45.4,44.6
NC-083,Halifax County,42,46.7,47.8,61.4,73.4,75.1,80.6,78.1,75.2,64.3,47.1,45.8
NC-085,Harnett County,44.1,49.2,50.8,63.5,74.8,76.9,81.5,78.9,76.9,66.6,48.6,47.6
NC-087,Haywood County,34,42.3,41.2,52.6,62.5,64.2,68.2,67.3,66.4,56.1,40.6,39.8
NC-089,Henderson County,37.5,45.4,45.5,57.1,66.8,68.6,73,71.7,70.6,60.1,44.7,43.3
NC-091,Hertford County,41.6,47.1,47.8,62.1,73.4,75.2,80.4,78.2,75,65.1,47.6,46.7
NC-093,Hoke County,45,50.2,51.6,64,75.2,77.5,81.9,79.5,77.2,67.2,49,48.6
NC-095,Hyde County,45.4,51.3,52.1,64.4,74.5,77.4,81.4,79.8,76.2,68.5,52.6,51.6
NC-097,Iredell County,41.4,46.5,47.9,60.2,71.2,73.4,78.8,76.5,75.5,63.7,45.8,44.5
NC-099,Jackson County,35.6,43.8,42.9,53.9,63.4,65.4,69.7,69,67.2,57.4,42.6,41.5
NC-101,Johnston County,43.4,49,50.3,63.4,74.6,76.6,81.4,78.8,76.5,66.4,48.4,47.8
NC-103,Jones County,45,52.5,52.1,63.9,74.4,76.7,81,79.2,76,67.4,50.9,50.4
NC-105,Lee County,43.3,48.6,50.1,62.6,73.8,75.9,80.9,78.2,76.4,66,47.8,47
NC-107,Lenoir County,44.7,51.2,51.1,63.6,75,76.6,81.3,78.8,76.2,66.9,49.6,49.4
NC-109,Lincoln County,41.8,48,48.8,61.2,71.6,74.5,79.3,77.4,76.6,65.2,46.9,45.6
NC-111,McDowell County,38.2,47.6,46.4,58.9,68.9,71.2,75.8,74.2,73.2,61.9,46,44.4
NC-113,Macon County,37,45.2,44.4,55.4,64.8,66.7,71.2,70.5,68.6,58.7,43.4,42.6
NC-115,Madison County,36.3,44.8,44.5,56.4,66.9,68.3,73,71.8,71.4,59.8,43,42.2
NC-117,Martin County,43.7,49.3,49.9,63.3,74.6,76.1,81.1,78.5,75.6,65.8,49,48.2
NC-119,Mecklenburg County,43.3,49.1,50,62.1,73.5,75.8,80.8,78.6,77.5,66.1,47.7,46.8
NC-121,Mitchell County,33.7,42.1,40.8,52.8,63.4,64.9,69.7,68.2,67.8,57,40.4,40.2
NC-123,Montgomery County,43.5,49.9,50.7,63.4,73.9,76,80.9,78.5,77.3,66,47.9,47.2
NC-125,Moore County,43.9,49.8,50.7,63.2,74.2,76.3,81,78.7,77,66.4,48,47.7
NC-127,Nash County,42.1,47.1,48,61.8,73.5,75.2,80.6,77.8,75,64.5,47,46.6
NC-129,New Hanover County,46.8,53.8,53.5,64.2,75.2,77.6,81.6,80.6,77.4,69.8,52,52.4
NC-131,Northampton County,41.5,46.3,47.5,61.3,73.3,75.1,80.4,78.1,75.3,64.4,47,45.6
NC-133,Onslow County,45.8,53.6,52.8,64.1,74.7,77.2,81.3,79.8,76.6,68.6,51.5,51.2
NC-135,Orange County,40.5,45.4,47.4,59.9,72.1,73.9,79.9,76.8,75,63.4,45.6,44.9
NC-137,Pamlico County,46.2,52.3,52.4,64.2,74.8,77,81.2,79.5,76.2,68.2,52.8,51.7
NC-139,Pasquotank County,42.8,48.3,49.2,62.7,72.8,75.9,80.8,79.1,74.5,67,50.1,48.5
NC-141,Pender County,46,53,52.8,63.7,74.7,77,81.1,79.9,76.6,68.6,50.8,51
NC-143,Perquimans County,43.1,48.7,49.6,63.1,73.5,76.2,80.9,78.9,74.8,66.6,49.6,48.4
